Name,ShortDescription,FullDescription,SKU,IsShipEnabled,IsTaxExempt,TaxCategory,ManageInventoryMethod,StockQuantity,Price,Weight,Length,Width,Height,Categories,Picture1,Picture2,Picture3
JQ 1039        Lacing Beads,,"<p>Beads are an excellent learning tool. They allow children to work on their fine motor skills with the precision needed to insert the thread into the bead, sort them and work on their sums using the shapes and the colours while developing their creativity by making their own personalised jewellery.</p>
<p>&nbsp;Age Group : 3+</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Lacing & Beading;,C:\www\NOPCommerce\content\images\thumbs\0000243_jq-1039-lacing-beads.jpeg,,
JQ 1041       Letter Lacing Toy,,"<p>Teach letter and number recognition, patterning, sorting and more with these colorful lacing sets. Children develop hand eye &nbsp;co-ordination as they thread along to practice basic words or simple counting.</p>
<p>&nbsp;Age Group : 3+</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Lacing & Beading;,C:\www\NOPCommerce\content\images\thumbs\0000245_jq-1041-letter-lacing-toy.jpeg,,
JQ 1042       Number Lacing Toy,,"<p>Teach letter and number recognition, patterning, sorting and more with these colorful lacing sets. Children develop hand eye &nbsp;co-ordination as they thread along to practice basic words or simple counting.</p>
<p>&nbsp;Age Group : 3+</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Lacing & Beading;,C:\www\NOPCommerce\content\images\thumbs\0000244_jq-1042-number-lacing-toy.jpeg,,
JQ 1093     Lacing Templates,,"<p>Chunky beads with large holes to be stringed along with wooden needle and cotton string.</p>
<p>&nbsp;</p>
<p>&nbsp;Age Group : 3+.</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Lacing & Beading;,C:\www\NOPCommerce\content\images\thumbs\0000246_jq-1093-lacing-templates.jpeg,,
JQ 6236 BIG BLOCKS,,,,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Stock Clearance Sale;,,,
JQ 6237 BIG BLOCKS,,,,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Stock Clearance Sale;,,,
KA   2401 A - 2401 B     FOLDABLE CHAIR,,,,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Stock Clearance Sale;,C:\www\NOPCommerce\content\images\thumbs\0000904_ka-2401-a-2401-b-foldable-chair.jpeg,C:\www\NOPCommerce\content\images\thumbs\0000905_ka-2401-a-2401-b-foldable-chair.png,
KA  1911  HAPPINESS BUG TUNNEL,,<p>SIZE : 176 X 101 X 118 cms.</p>,,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Essentials;,C:\www\NOPCommerce\content\images\thumbs\0000841_ka-1911-happiness-bug-tunnel.jpeg,,
KA  1912  ELF  TUNNEL,,<p>SIZE : 215 X 100 X 105 cms.</p>,,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Essentials;,C:\www\NOPCommerce\content\images\thumbs\0000844_ka-1912-elf-tunnel.jpeg,,
KA  2002  BALL POOL,,<p>SIZE : 128 X 128 X 78 cms.</p>,,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Essentials;,C:\www\NOPCommerce\content\images\thumbs\0000846_ka-2002-ball-pool.jpeg,,
KA  2003  BALLS,,<p>Diameter : 8 cms.</p>,,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Essentials;,C:\www\NOPCommerce\content\images\thumbs\0000852_ka-2003-balls.jpeg,C:\www\NOPCommerce\content\images\thumbs\0000853_ka-2003-balls.jpeg,
KA 1504          Trampoline 3 ft.,,"<p>""Bouncing around is not only fun but may also be healthy. Enjoy your day by jumping and bouncing for as long as you want""</p>
<p>Product Code &nbsp;- &nbsp;&nbsp;KA 1504.</p>
<p>Product Name &nbsp; &nbsp; &nbsp;- &nbsp; &nbsp;Trampoline 3 ft.&nbsp;</p>
<p>Frame Diameter &nbsp; &nbsp;- &nbsp; &nbsp; 36"" .</p>
<p>Frame Height &nbsp; &nbsp; &nbsp; &nbsp;- &nbsp; &nbsp; &nbsp;10.5"".</p>
<p>Jumping Mat &nbsp; &nbsp; &nbsp; &nbsp; - &nbsp; &nbsp;Black, PP Material, UV- &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;resistant.</p>
<p>No. of Legs &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;- &nbsp; &nbsp; 6 pcs.</p>
<p>Quality Standard &nbsp; &nbsp;- &nbsp; &nbsp;TUV-GS, CE, EN71.</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Trampolines;,C:\www\NOPCommerce\content\images\thumbs\0000482_ka-1504-trampoline-3-ft.jpeg,,
KA 1505          Trampoline 3 ft.,,"<p>""Bouncing around is not only fun but may also be healthy. Enjoy your day by jumping and bouncing for as long as you want""</p>
<p>Product Code &nbsp;- &nbsp;&nbsp;KA 1504.</p>
<p>Product Name &nbsp; &nbsp; &nbsp;- &nbsp; &nbsp;Trampoline 4 ft.&nbsp;</p>
<p>Frame Diameter &nbsp; &nbsp;- &nbsp; &nbsp; 48 "" .</p>
<p>Frame Height &nbsp; &nbsp; &nbsp; &nbsp;- &nbsp; &nbsp; &nbsp;12"".</p>
<p>Jumping Mat &nbsp; &nbsp; &nbsp; &nbsp; - &nbsp; &nbsp;Black, PP Material, UV- &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;resistant.</p>
<p>No. of Legs &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;- &nbsp; &nbsp; 8 pcs.</p>
<p>Quality Standard &nbsp; &nbsp;- &nbsp; &nbsp;TUV-GS, CE, EN71.</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Trampolines;,C:\www\NOPCommerce\content\images\thumbs\0000483_ka-1505-trampoline-3-ft.jpeg,,
"KA 1506          Trampoline  54""  ( with net)",,"<p>""Bouncing around is not only fun but may also be healthy. Enjoy your day by jumping and bouncing for as long as you want""</p>
<p>Product Code &nbsp; &nbsp; &nbsp; &nbsp;- &nbsp;&nbsp;KA 1506.&nbsp;</p>
<p>Product Name &nbsp; &nbsp; &nbsp; - &nbsp; &nbsp;Trampoline &nbsp;54"". 9 with net0</p>
<p>Frame Diameter &nbsp; &nbsp;- &nbsp; &nbsp; 54 "" .</p>
<p>Frame Height &nbsp; &nbsp; &nbsp; &nbsp;- &nbsp; &nbsp; &nbsp;13"".</p>
<p>Spring cover pads - &nbsp; &nbsp;PVC + EPE Form + PE.</p>
<p>Springs &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;- &nbsp; &nbsp;30 &nbsp;pcs 0f Elastic Springs.</p>
<p>Jumping Mat &nbsp; &nbsp; &nbsp; &nbsp;- &nbsp; &nbsp;Black, PP Material, UV- &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;resistant.</p>
<p>No. of Legs &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;- &nbsp; &nbsp; 6 pcs.</p>
<p>Quality Standard &nbsp; &nbsp;- &nbsp; &nbsp;TUV-GS, CE, EN71.</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Trampolines;,C:\www\NOPCommerce\content\images\thumbs\0000487_ka-1506-trampoline-54-with-net.jpeg,,
KA 1507.     7 Ft.Hexagon    Trampoline   ( with safety net),,"<p>""Bouncing around is not only fun but may also be healthy. Enjoy your day by jumping and bouncing for as long as you want""</p>
<p>Product Code &nbsp; &nbsp; &nbsp; &nbsp;- &nbsp;&nbsp;KA 1507.</p>
<p>Product Name &nbsp; &nbsp; &nbsp; - &nbsp; 7 Ft. Hexagon Trampoline &nbsp;(with safety net).&nbsp;</p>
<p>Frame Diameter &nbsp; &nbsp;- &nbsp; &nbsp;7 Ft. .</p>
<p>Frame Height &nbsp; &nbsp; &nbsp; &nbsp;- &nbsp; &nbsp; 15.7"".</p>
<p>Spring cover pads - &nbsp; &nbsp; PVC+ EPE Form + PE.</p>
<p>Springs &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; - &nbsp; &nbsp;36 &nbsp;pc.s 0f Galvanized Springs.</p>
<p>Jumping Mat &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;- &nbsp; &nbsp;Black, PP Material, UV- &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;resistant.</p>
<p>""U""shaped Legs &nbsp; &nbsp; &nbsp; - &nbsp; &nbsp; 3 pcs.</p>
<p>Quality Standard &nbsp; &nbsp; &nbsp;- &nbsp; &nbsp;TUV-GS, CE, EN71.</p>
<p>Net Material &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; - &nbsp; &nbsp;PE mesh.</p>
<p>Enclosure Height &nbsp; &nbsp; &nbsp; - &nbsp; 59"".</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Trampolines;,C:\www\NOPCommerce\content\images\thumbs\0000486_ka-1507-7-fthexagon-trampoline-with-safety-net.jpeg,,
KA 1508     8 Ft.Hexagon    Trampoline   ( with safety net),,"<p>""Bouncing around is not only fun but may also be healthy. Enjoy your day by jumping and bouncing for as long as you want""</p>
<p>Product Code &nbsp; &nbsp; &nbsp; &nbsp;- &nbsp;&nbsp;KA 1508.</p>
<p>Product Name &nbsp; &nbsp; &nbsp; - &nbsp; Trampoline 8 ft. &nbsp;(with net &amp; ladder).&nbsp;</p>
<p>Frame Diameter &nbsp; &nbsp;- &nbsp; &nbsp;8 Ft. .( 2.4 m.)</p>
<p>Frame Height &nbsp; &nbsp; &nbsp; &nbsp;- &nbsp; &nbsp;60.cm.</p>
<p>Jumping Mat &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;- &nbsp; Black, PP Material UV &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; resistant,280g/m2,350g/m2,PVC+110g/m2PE . &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;.</p>
<p>Spring cover pads - &nbsp; &nbsp; Middle EPE form, 12 mm. thickness.</p>
<p>Frame tube &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; - 6 pcs. galvanized @38x1.2mm.</p>
<p>Springs &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; - &nbsp; &nbsp;48 &nbsp;pc.s 0f Galvanized wire@ 3.1x145 mm.</p>
<p>""U""shaped Legs &nbsp; &nbsp; &nbsp; - &nbsp; &nbsp; 3 pcs. galvanized@38x1.2mm</p>
<p>Quality Standard &nbsp; &nbsp; &nbsp;- &nbsp; &nbsp;TUV-GS, CE, EN71.</p>
<p>Net Material &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; - &nbsp; &nbsp;PE mesh.110g/m2.</p>
<p>Enclosure Height &nbsp; &nbsp; &nbsp; - &nbsp; 180.cm.</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Trampolines;,C:\www\NOPCommerce\content\images\thumbs\0000498_ka-1508-8-fthexagon-trampoline-with-safety-net.jpeg,,
KA 1509.          Trampoline 10 ft.   ( with  net   & ladder),,"<p>""Bouncing around is not only fun but may also be healthy. Enjoy your day by jumping and bouncing for as long as you want""</p>
<p>Product Code &nbsp; &nbsp; &nbsp; &nbsp;- &nbsp;&nbsp;KA 1509.</p>
<p>Product Name &nbsp; &nbsp; &nbsp; - &nbsp; Trampoline 10 ft. &nbsp;(with net &amp; ladder).&nbsp;</p>
<p>Frame Diameter &nbsp; &nbsp;- &nbsp; &nbsp;10 Ft. .( 3.05 m.)</p>
<p>Frame Height &nbsp; &nbsp; &nbsp; &nbsp;- &nbsp; &nbsp;76.cm.</p>
<p>Jumping Mat &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;- &nbsp; Black, PP Material UV &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; resistant,280g/m2,350g/m2,PVC+110g/m2PE . &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;.</p>
<p>Spring cover pads - &nbsp; &nbsp; Middle EPE form, 14 mm. thickness.</p>
<p>Frame tube &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; - 6 pcs. galvanized @38x1.2mm.</p>
<p>Springs &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; - &nbsp; &nbsp;60 &nbsp;pc.s 0f Galvanized wire@ 3.1x145 mm.</p>
<p>""U""shaped Legs &nbsp; &nbsp; &nbsp; - &nbsp; &nbsp; 3 pcs. galvanized@38x1.2mm</p>
<p>Quality Standard &nbsp; &nbsp; &nbsp;- &nbsp; &nbsp;TUV-GS, CE, EN71.</p>
<p>Net Material &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; - &nbsp; &nbsp;PE mesh.110g/m2.</p>
<p>Enclosure Height &nbsp; &nbsp; &nbsp; - &nbsp; 180.cm.</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Trampolines;,C:\www\NOPCommerce\content\images\thumbs\0000503_ka-1509-trampoline-10-ft-with-net-ladder.jpeg,,
KA 1510.          Trampoline 12 ft.   ( with  net   & ladder),,"<p>""Bouncing around is not only fun but may also be healthy. Enjoy your day by jumping and bouncing for as long as you want""</p>
<p>Product Code &nbsp; &nbsp; &nbsp; &nbsp;- &nbsp;&nbsp;KA 1510.</p>
<p>Product Name &nbsp; &nbsp; &nbsp; - &nbsp; Trampoline 12 ft. &nbsp;(with net &amp; ladder).&nbsp;</p>
<p>Frame Diameter &nbsp; &nbsp;- &nbsp; &nbsp;12 Ft. .( 3.66 m.)</p>
<p>Frame Height &nbsp; &nbsp; &nbsp; &nbsp;- &nbsp; &nbsp;80.cm.</p>
<p>Jumping Mat &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;- &nbsp; Black, PP Material UV &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; resistant,280g/m2,350g/m2,PVC+110g/m2PE . &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;.</p>
<p>Spring cover pads - &nbsp; &nbsp; Middle EPE form, 14 mm. thickness.</p>
<p>Frame tube &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; - 8 pcs. galvanized @38x1.2mm.</p>
<p>Springs &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; - &nbsp; &nbsp;72 &nbsp;pc.s 0f Galvanized wire@ 3.1x145 mm.</p>
<p>""U""shaped Legs &nbsp; &nbsp; &nbsp; - &nbsp; &nbsp; 4 pcs. galvanized@38x1.2mm</p>
<p>Quality Standard &nbsp; &nbsp; &nbsp;- &nbsp; &nbsp;TUV-GS, CE, EN71.</p>
<p>Net Material &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; - &nbsp; &nbsp;PE mesh.110g/m2.</p>
<p>Enclosure Height &nbsp; &nbsp; &nbsp; - &nbsp; 180.cm.</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Trampolines;,C:\www\NOPCommerce\content\images\thumbs\0000505_ka-1510-trampoline-12-ft-with-net-ladder.jpeg,C:\www\NOPCommerce\content\images\thumbs\0000506_ka-1510-trampoline-12-ft-with-net-ladder.jpeg,
KA 1511.          Trampoline 14 ft.   ( with  net   & ladder),,"<p>""Bouncing around is not only fun but may also be healthy. Enjoy your day by jumping and bouncing for as long as you want""</p>
<p>Product Code &nbsp; &nbsp; &nbsp; &nbsp;- &nbsp;&nbsp;KA 1511.</p>
<p>Product Name &nbsp; &nbsp; &nbsp; - &nbsp; Trampoline 14 ft. &nbsp;(with net &amp; ladder).&nbsp;</p>
<p>Frame Diameter &nbsp; &nbsp;- &nbsp; &nbsp;14 Ft. .( 4.27 m.)</p>
<p>Frame Height &nbsp; &nbsp; &nbsp; &nbsp;- &nbsp; &nbsp;80.cm.</p>
<p>Jumping Mat &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;- &nbsp; Black, PP Material UV &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; resistant,280g/m2,350g/m2,PVC+110g/m2PE . &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;.</p>
<p>Spring cover pads - &nbsp; &nbsp; Middle EPE form, 14 mm. thickness.</p>
<p>Frame tube &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; - 8 pcs. galvanized @38x1.2mm.</p>
<p>Springs &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; - &nbsp; &nbsp;80 &nbsp;pc.s 0f Galvanized wire@ 3.1x145 mm.</p>
<p>""U""shaped Legs &nbsp; &nbsp; &nbsp; - &nbsp; &nbsp; 4 pcs. galvanized@38x1.2mm</p>
<p>Quality Standard &nbsp; &nbsp; &nbsp;- &nbsp; &nbsp;TUV-GS, CE, EN71.</p>
<p>Net Material &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; - &nbsp; &nbsp;PE mesh.110g/m2.</p>
<p>Enclosure Height &nbsp; &nbsp; &nbsp; - &nbsp; 180.cm.</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Trampolines;,C:\www\NOPCommerce\content\images\thumbs\0000507_ka-1511-trampoline-14-ft-with-net-ladder.jpeg,C:\www\NOPCommerce\content\images\thumbs\0000508_ka-1511-trampoline-14-ft-with-net-ladder.jpeg,
KA 1512.          Trampoline 16 ft.   ( with  net   & ladder),,"<p>""Bouncing around is not only fun but may also be healthy. Enjoy your day by jumping and bouncing for as long as you want""</p>
<p>Product Code &nbsp; &nbsp; &nbsp; &nbsp;- &nbsp;&nbsp;KA 1512.</p>
<p>Product Name &nbsp; &nbsp; &nbsp; - &nbsp; Trampoline 16 ft. &nbsp;(with net &amp; ladder).&nbsp;</p>
<p>Frame Diameter &nbsp; &nbsp;- &nbsp; &nbsp;16 Ft. .( 4.27 m.)</p>
<p>Frame Height &nbsp; &nbsp; &nbsp; &nbsp;- &nbsp; &nbsp;90.cm.</p>
<p>Jumping Mat &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;- &nbsp; Black, PP Material UV &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; resistant,280g/m2,350g/m2,PVC+110g/m2PE . &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;.</p>
<p>Spring cover pads - &nbsp; &nbsp; Middle EPE form, 14 mm. thickness.</p>
<p>Frame tube &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; - 12 pcs. galvanized @38x1.2mm.</p>
<p>Springs &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; - &nbsp; &nbsp;108 &nbsp;pc.s 0f Galvanized wire@ 3.1x145 mm.</p>
<p>""U""shaped Legs &nbsp; &nbsp; &nbsp; - &nbsp; &nbsp; 6 pcs. galvanized@38x1.2mm</p>
<p>Quality Standard &nbsp; &nbsp; &nbsp;- &nbsp; &nbsp;TUV-GS, CE, EN71.</p>
<p>Net Material &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; - &nbsp; &nbsp;PE mesh.110g/m2.</p>
<p>Enclosure Height &nbsp; &nbsp; &nbsp; - &nbsp; 180.cm.</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Trampolines;,C:\www\NOPCommerce\content\images\thumbs\0000509_ka-1512-trampoline-16-ft-with-net-ladder.jpeg,C:\www\NOPCommerce\content\images\thumbs\0000510_ka-1512-trampoline-16-ft-with-net-ladder.jpeg,
KA 1604   CLUB HOUSE FUN STATION,,<p>SIZE : 308 X 170 X 175 cms.</p>,,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Play House;,C:\www\NOPCommerce\content\images\thumbs\0000821_ka-1604-club-house-fun-station.jpeg,,
KA 2104  CHOCOLATE HOUSE,,<p>SIZE : 125 X 135 X 143 cms.</p>,,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Play House;,C:\www\NOPCommerce\content\images\thumbs\0000823_ka-2104-chocolate-house.jpeg,,
KA 2201 TOY FLEXER,,<p>SIZE : 74 X 43 X 105 cms.</p>,,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Play Gym;,C:\www\NOPCommerce\content\images\thumbs\0000867_ka-2201-toy-flexer.jpeg,,
KA 2202   TOY TREAD MILL,,<p>SIZE : 83&nbsp; X 56 X 90 cms.</p>,,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Play Gym;,C:\www\NOPCommerce\content\images\thumbs\0000869_ka-2202-toy-tread-mill.jpeg,,
KA 2203   TOY  BALANCER,,<p>SIZE : 68&nbsp; X 41 X 85 cms.</p>,,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Play Gym;,C:\www\NOPCommerce\content\images\thumbs\0000871_ka-2203-toy-balancer.jpeg,,
KA 2204   TOY  TWISTER,,<p>SIZE : 52 X 38 X 100 cms.</p>,,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Play Gym;,C:\www\NOPCommerce\content\images\thumbs\0000873_ka-2204-toy-twister.jpeg,,
KA 2205   TOY  CYCLING,,<p>SIZE : 55 X 35 X 70 cms.</p>,,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Play Gym;,C:\www\NOPCommerce\content\images\thumbs\0000875_ka-2205-toy-cycling.jpeg,,
KA 2206   TOY  ROWING,,<p>SIZE : 90 X 36 X 64 cms.</p>,,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Play Gym;,C:\www\NOPCommerce\content\images\thumbs\0000877_ka-2206-toy-rowing.jpeg,,
KA 2301 Veggie Bin,,<p>Size: 46 x 54 cms</p>,,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Bins & Organizers;,C:\www\NOPCommerce\content\images\thumbs\0000773_ka-2301-veggie-bin.jpeg,,
KA 2302 Snail Bin,,<p>Size: 46 x 50 cms</p>,,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Bins & Organizers;,C:\www\NOPCommerce\content\images\thumbs\0000774_ka-2302-snail-bin.jpeg,,
KA 2303 Bear Bin,,<p>Size: 46 x 50 cms</p>,,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Bins & Organizers;,C:\www\NOPCommerce\content\images\thumbs\0000775_ka-2303-bear-bin.jpeg,,
KA 2304 Strawberry Bin,,<p>Size: 46 x 54 cms</p>,,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Bins & Organizers;,C:\www\NOPCommerce\content\images\thumbs\0000776_ka-2304-strawberry-bin.jpeg,,
KA 2305 Elf Bin,,<p>Size: 46 x 50 cms</p>,,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Bins & Organizers;,C:\www\NOPCommerce\content\images\thumbs\0000777_ka-2305-elf-bin.jpeg,,
KA 2501 Plastic Rectangle Table,,<p>Size: 120 x 60 x 50&nbsp; cms</p>,,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Tables;,C:\www\NOPCommerce\content\images\thumbs\0000778_ka-2501-plastic-rectangle-table.jpeg,C:\www\NOPCommerce\content\images\thumbs\0000779_ka-2501-plastic-rectangle-table.jpeg,C:\www\NOPCommerce\content\images\thumbs\0000780_ka-2501-plastic-rectangle-table.jpeg
KA 2503 Plastic Square Table,,<p>Size: 60 x 60 x 50 cms</p>,,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Tables;,C:\www\NOPCommerce\content\images\thumbs\0000788_ka-2503-plastic-square-table.jpeg,,
KA 2504 Small Round Table,,"<p>Size: 70 x 47 cms</p>
<p>&nbsp;</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Tables;,C:\www\NOPCommerce\content\images\thumbs\0000786_ka-2504-small-round-table.jpeg,C:\www\NOPCommerce\content\images\thumbs\0000787_ka-2504-small-round-table.jpeg,
KA 2506 Plastic Round Table,,<p>Size: 110 x 50&nbsp;cms</p>,,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Tables;,C:\www\NOPCommerce\content\images\thumbs\0000782_ka-2506-plastic-round-table.jpeg,C:\www\NOPCommerce\content\images\thumbs\0000783_ka-2506-plastic-round-table.jpeg,C:\www\NOPCommerce\content\images\thumbs\0000784_ka-2506-plastic-round-table.jpeg
KA 2601 WOODEN RECTANGLE TABLE WITH CHAIR,,,,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Tables;,C:\www\NOPCommerce\content\images\thumbs\0000907_ka-2601-wooden-rectangle-table-with-chair.jpeg,,
KA 2602 WOODEN SQUARE TABLE WITH CHAIR,,,,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Tables;,C:\www\NOPCommerce\content\images\thumbs\0000909_ka-2602-wooden-square-table-with-chair.jpeg,,
KA 2604 WOODEN FLOWER TABLE WITH CHAIR,,,,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Tables;,C:\www\NOPCommerce\content\images\thumbs\0000911_ka-2604-wooden-flower-table-with-chair.jpeg,,
KA 2605 WOODEN MOON TABLE WITH CHAIR,,,,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Tables;,C:\www\NOPCommerce\content\images\thumbs\0000913_ka-2605-wooden-moon-table-with-chair.jpeg,,
