Name,ShortDescription,FullDescription,SKU,IsShipEnabled,IsTaxExempt,TaxCategory,ManageInventoryMethod,StockQuantity,Price,Weight,Length,Width,Height,Categories,Picture1,Picture2,Picture3
SP - 17        Alegator Plush Toy,,"<p>""Soft play shapes and rooms provide an exciting and safe environment for child's play"".</p>
<p>&nbsp;</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Soft Play;,C:\www\NOPCommerce\content\images\thumbs\0000615_sp-17-alegator-plush-toy.jpeg,,
SP - 18        Whale Plush Toy,,"<p>""Soft play shapes and rooms provide an exciting and safe environment for child's play"".</p>
<p>&nbsp;</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Soft Play;,C:\www\NOPCommerce\content\images\thumbs\0000617_sp-18-whale-plush-toy.jpeg,,
SP - 19        Fish Plush Toy,,"<p>""Soft play shapes and rooms provide an exciting and safe environment for child's play"".</p>
<p>&nbsp;</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Soft Play;,C:\www\NOPCommerce\content\images\thumbs\0000619_sp-19-fish-plush-toy.jpeg,,
SP - 20         Shark Plush Toy,,"<p>""Soft play shapes and rooms provide an exciting and safe environment for child's play"".</p>
<p>&nbsp;</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Soft Play;,C:\www\NOPCommerce\content\images\thumbs\0000621_sp-20-shark-plush-toy.jpeg,,
SP - 21         Medium Tortoise Plush Toy,,"<p>""Soft play shapes and rooms provide an exciting and safe environment for child's play"".</p>
<p>&nbsp;</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Soft Play;,C:\www\NOPCommerce\content\images\thumbs\0000623_sp-21-medium-tortoise-plush-toy.jpeg,,
SP - 22         Penguin Plush Toy,,"<p>""Soft play shapes and rooms provide an exciting and safe environment for child's play"".</p>
<p>&nbsp;</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Soft Play;,C:\www\NOPCommerce\content\images\thumbs\0000625_sp-22-penguin-plush-toy.jpeg,,
SP - 23        Banana Plush Toy,,"<p>""Soft play shapes and rooms provide an exciting and safe environment for child's play"".</p>
<p>&nbsp;</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Soft Play;,C:\www\NOPCommerce\content\images\thumbs\0000627_sp-23-banana-plush-toy.jpeg,,
SP - 24        Carrot Plush Toy,,"<p>""Soft play shapes and rooms provide an exciting and safe environment for child's play"".</p>
<p>&nbsp;</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Soft Play;,C:\www\NOPCommerce\content\images\thumbs\0000628_sp-24-carrot-plush-toy.jpeg,,
SP - 25         Pumpkin Plush Toy,,"<p>""Soft play shapes and rooms provide an exciting and safe environment for child's play"".</p>
<p>&nbsp;</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Soft Play;,C:\www\NOPCommerce\content\images\thumbs\0000630_sp-25-pumpkin-plush-toy.jpeg,,
SP - 26          Colorful Ball Pond Square,,"<p>This innovative Compact Ball Pit offers loads of fun for the younger children. The built in steps and slide will allow easy access in to and out of the Ball Pit. The whole unit is made from vinyl covered foam.</p>
<p>Size : 180 x 120 x 30 cms .</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,,C:\www\NOPCommerce\content\images\thumbs\0000574_sp-26-colorful-ball-pond-square.jpeg,,
SP - 27       Toddler's Climber,,"<p>The Toddler's Climber set allows children to climb over the tunnel while other children can crawl through. Being rewarded by the vinyl mirror panel on the outside piece. Each side of the tunnel also has a ramped surface. That children can use to climb up or sit down and have fun sliding down.</p>
<p>Size : 183 x 155 x 53 cms .</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,,C:\www\NOPCommerce\content\images\thumbs\0000576_sp-27-toddlers-climber.jpeg,,
SP - 28          Soft Play Gym,,"<p>The soft gym set consists of large component pieces for a totally flexible play experience. This soft gym will help improve balance and co-ordination in young children.</p>
<p>Size :&nbsp;Set of 8 Pcs .</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Soft Play;,C:\www\NOPCommerce\content\images\thumbs\0000578_sp-28-soft-play-gym.jpeg,,
SP - 29          Soft Play Balancer,,"<p>The soft gym set consists of large component pieces for a totally flexible play experience. This soft gym will help improve balance and co-ordination in young children.</p>
<p>Size :&nbsp;Set of 8 Pcs .</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Soft Play;,C:\www\NOPCommerce\content\images\thumbs\0000579_sp-29-soft-play-balancer.jpeg,,
SP - 31     Number Cubes (12 pcs/set),,"<p>Let the child have playful time with these educational soft foam cubes. They are of perfect size for a child to sit over it or to play with.</p>
<p>Siize :25 x 25 x 25 cms .</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Soft Play;,C:\www\NOPCommerce\content\images\thumbs\0000581_sp-31-number-cubes-12-pcsset.jpeg,,
SP - 32        Alphabet Cubes (12pcs/set),,"<p>Let the child have playful time with these educational soft foam cubes. They are of perfect size for a child to sit over it or to play with.</p>
<p>Siize :25 x 25 x 25 cms .</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Soft Play;,C:\www\NOPCommerce\content\images\thumbs\0000580_sp-32-alphabet-cubes-12pcsset.jpeg,,
SP - 34          Soft Foam Blocks (Big),,"<p>Let your little architect design and build for hours with the Soft Foam Building Blocks.</p>
<p>Size :&nbsp;48 pcs/set .</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Soft Play;,C:\www\NOPCommerce\content\images\thumbs\0000583_sp-34-soft-foam-blocks-big.jpeg,,
SP - 35          Soft Foam Blocks (Medium),,"<p>Let your little architect design and build for hours with the Soft Foam Building Blocks.</p>
<p>Size : &nbsp;52 &nbsp;pcs/set .</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Soft Play;,C:\www\NOPCommerce\content\images\thumbs\0000582_sp-35-soft-foam-blocks-medium.jpeg,,
SP - 36  .      12 - Sided Foam Ball - Animal,,"<p>""Soft play shapes and rooms provide an exciting and safe environment for child's play"" .</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Soft Play;,C:\www\NOPCommerce\content\images\thumbs\0000586_sp-36-12-sided-foam-ball-animal.jpeg,,
SP - 37  .      12 - Sided Foam Ball -   Alphabets.,,"<p>""Soft play shapes and rooms provide an exciting and safe environment for child's play"" .</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Soft Play;,C:\www\NOPCommerce\content\images\thumbs\0000585_sp-37-12-sided-foam-ball-alphabets.jpeg,,
SP - 38  .      12 - Sided Foam Ball -Number .,,"<p>""Soft play shapes and rooms provide an exciting and safe environment for child's play"" .</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Soft Play;,C:\www\NOPCommerce\content\images\thumbs\0000584_sp-38-12-sided-foam-ball-number-.jpeg,,
SP -30             Number EVA Mat,,"<p>Your little ones will love playing on this Alphabet and Number Puzzle Mat. The letters/numbers are removable, great for teaching letter recognition and playing spelling games with children.&nbsp;</p>
<p>Siize : 30 x 30 x 1 cms .</p>
<p>&nbsp;</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Soft Play;,C:\www\NOPCommerce\content\images\thumbs\0000632_sp-30-number-eva-mat.jpeg,,
SWING FOR TWO,,,,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Stock Clearance Sale;,,,
TA 005 TWO SIDE EESEL,,,,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Stock Clearance Sale;,,,
TA 006   DRAWING TABLE,,,,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Tables;,,,
TK - 01                   Tricycle A,,"<p>""Trikes provide a fun opportunity to enhance gross motor development""</p>
<p>&nbsp; &nbsp; Age : 2+ .</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Trikes;,C:\www\NOPCommerce\content\images\thumbs\0000572_tk-01-tricycle-a.jpeg,,
TK - 02                  Tricycle B,,"<p>""Trikes provide a fun opportunity to enhance gross motor development""</p>
<p>&nbsp; &nbsp; Age : 2+ .</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Trikes;,C:\www\NOPCommerce\content\images\thumbs\0000571_tk-02-tricycle-b.jpeg,,
TOILET BAFFLE,,,,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Stock Clearance Sale;,,,
VG50015  Flat Puzzle-Shapes,,"<p>These high quality flat puzzles are all 10mm thick with bright and colorfull silkscreen printing made by hand. Wooden knobs are easy for children to grasp and our new metal device on wooden knobs provides 100% safety. &nbsp;</p>
<p>Size : &nbsp;30 x 22.5 x 1 cm. &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Age Group : 18 M+.</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Games & Puzzle;,C:\www\NOPCommerce\content\images\thumbs\0000158_vg50015-flat-puzzle-shapes.jpeg,,
VG50016  Flat Puzzle-Transports,,"<p>These high quality flat puzzles are all 10mm thick with bright and colorfull silkscreen printing made by hand. Wooden knobs are easy for children to grasp and our new metal device on wooden knobs provides 100% safety.</p>
<p>Size : &nbsp;30 x 22.5 x 1 cm. &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Age Group : 18 M+.</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Games & Puzzle;,C:\www\NOPCommerce\content\images\thumbs\0000159_vg50016-flat-puzzle-transports.jpeg,,
VG50017   Flat Puzzle-Farm Animals,,"<p>These high quality flat puzzles are all 10mm thick with bright and colorfull silkscreen printing made by hand. Wooden knobs are easy for children to grasp and our new metal device on wooden knobs provides 100% safety.</p>
<p>Size : &nbsp;30 x 22.5 x 1 cm. &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Age Group : 18 M+.</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Games & Puzzle;,C:\www\NOPCommerce\content\images\thumbs\0000160_vg50017-flat-puzzle-farm-animals.jpeg,,
VG50019   Flat Puzzle-Wild Animals,,"<p>These high quality flat puzzles are all 10mm thick with bright and colorfull silkscreen printing made by hand. Wooden knobs are easy for children to grasp and our new metal device on wooden knobs provides 100% safety.</p>
<p>Size : &nbsp;30 x 22.5 x 1 cm. &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Age Group : 18 M+.</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Games & Puzzle;,C:\www\NOPCommerce\content\images\thumbs\0000161_vg50019-flat-puzzle-wild-animals.jpeg,,
VG50020   Flat Puzzle-Fruit,,"<p>These high quality flat puzzles are all 10mm thick with bright and colorfull silkscreen printing made by hand. Wooden knobs are easy for children to grasp and our new metal device on wooden knobs provides 100% safety.</p>
<p>Size : &nbsp;30 x 22.5 x 1 cm. &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Age Group : 18 M+.</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Games & Puzzle;,C:\www\NOPCommerce\content\images\thumbs\0000162_vg50020-flat-puzzle-fruit.jpeg,,
VG50021     Magnetic Dress Up - Boy,,"<p>This set includes a magnetic wooden doll and a wooden stand with coloful and attractive magnetic outfits and accessories for pretend play!<br />Use 36 pieces outfits and accessories to match 8 suits.</p>
<p>&nbsp; Age Group : 3+.</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Magnetic Play;,C:\www\NOPCommerce\content\images\thumbs\0000338_vg50021-magnetic-dress-up-boy.jpeg,C:\www\NOPCommerce\content\images\thumbs\0000339_vg50021-magnetic-dress-up-boy.jpeg,
VG50022     Learning Maths,,"<p>Learn maths with this educational toy in a fun way. Made of solid wood beads and metal device in a sturdy structure.</p>
<p>Size : 29 x 14.5 x 7.5 cm &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Age Group : 3 +.</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Learning & Education;,C:\www\NOPCommerce\content\images\thumbs\0000249_vg50022-learning-maths.jpeg,C:\www\NOPCommerce\content\images\thumbs\0000250_vg50022-learning-maths.jpeg,
VG50041       Pop Up Noah's Ark,,"<p>This wooden springy pop up toy comes in a cute animal design. Children gently push down the animal characters into their holes and wait for each of them to pop up. This captivating and enchanting toy is bound to amaze and amuse your little one for hours and hours. The toy is sturdy, durable and attractively screen printed in a colourful design. Actively encourages hand/eye co-ordination.</p>
<p>Size : &nbsp; 10 x 14 x 4 cm. &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Age Group : 18 M +.</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Learning & Education;,C:\www\NOPCommerce\content\images\thumbs\0000262_vg50041-pop-up-noahs-ark.jpeg,,
VG50063      Learning Clock & Writing,,"<p>This two side activity toy includes tracking maze with three different wooden blocks, a clock with moving hands, and 2 colorful rotatable gears for extra fun. Three toys combined in one with an easy-carry handle offers extra value.</p>
<p>Size : 30.5 x 29.5 x 16.5 cm. &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Age Group : 18 M +.</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Learning & Education;,C:\www\NOPCommerce\content\images\thumbs\0000274_vg50063-learning-clock-writing.jpeg,,
VG50068   4-Puzzle box - Jungle,,"<p>Each box contains 4 individual puzzles. These 4 puzzles can be made up to a long puzzle. Contains 48 pcs each box.</p>
<p>&nbsp;Size : &nbsp;21 x 19 x 4.5 cm. &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Age Group : 2 +.</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Games & Puzzle;,C:\www\NOPCommerce\content\images\thumbs\0000204_vg50068-4-puzzle-box-jungle.jpeg,,
VG50069   4-Puzzle box - Farm,,"<p>Each box contains 4 individual puzzles. These 4 puzzles can be made up to a long puzzle. Contains 48 pcs each box.</p>
<p>&nbsp;Size : &nbsp;21 x 19 x 4.5 cm. &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Age Group : 2 +.</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Games & Puzzle;,C:\www\NOPCommerce\content\images\thumbs\0000203_vg50069-4-puzzle-box-farm.jpeg,,
VG50088    Track & Trace - City & Farm,,"<p>Track and Trace board is a lovely wooden toy that is designed to assist with reasoning skills and hand-eye coordination. The bold colours and chunky wooden pieces are made with younger children in mind. You can play on the either side of the board.</p>
<p>Size : 30 x 30 x 7.5 cm. &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Age Group : 2 +.</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Learning & Education;,C:\www\NOPCommerce\content\images\thumbs\0000276_vg50088-track-trace-city-farm.jpeg,,
VG50109    Game - Around the Village & Under the sea,,"<p>Move the astronaut with marble from ""start"" toward ""end"" along either red or white line by handling the strings on 2 sides. Improve ability of 2 hands balancing and train harmonizing of eyes and hands together. Good game for friends together or family together for hours of funs.<br />Drive either a submarine or a car to have a race. This toy allows 2 to 4 persons to play at same time on 2 sides for individual fun or by team work to reach the target.</p>
<p>Size : 25.5 x 34.5 x 17 cm. &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Age Group : 3 +.</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Learning & Education;,C:\www\NOPCommerce\content\images\thumbs\0000275_vg50109-game-around-the-village-under-the-sea.jpeg,,
VG50113  Grow-up Puzzle - Rooster,,"<p>Each multilayer puzzle contains 4 different pictures illustrating the transformation of an egg to a rooster, a tadpole to a frog or a caterpillar to a butterfly, stimulating the children to explore the nature.</p>
<p>Size : &nbsp;18 x 18 x 1.3 cm. &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Age Group : 3 +.</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Games & Puzzle;,C:\www\NOPCommerce\content\images\thumbs\0000185_vg50113-grow-up-puzzle-rooster.jpeg,C:\www\NOPCommerce\content\images\thumbs\0000186_vg50113-grow-up-puzzle-rooster.jpeg,
VG50116        Cooking Tool Set - Pink,,"<p>Each multilayer puzzle contains 4 different pictures illustrating the transformation of an egg to a rooster, a tadpole to a frog or a caterpillar to a butterfly, stimulating the children to explore the nature.</p>
<p>Age Group : 3 +.</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Pretend Play;,C:\www\NOPCommerce\content\images\thumbs\0000412_vg50116-cooking-tool-set-pink.jpeg,,
VG50126    Memory - Insect & Aquaitic Animals,,"<p>With vivid print and good finishing, this colorful and attractive memory game is not only fun for the kids to play with but also helps develop motor skills and memory. It is also a nice family game.</p>
<p>&nbsp;&nbsp;Size : &nbsp;32 pcs. &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Age Group : 3 +.</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Games & Puzzle;,C:\www\NOPCommerce\content\images\thumbs\0000209_vg50126-memory-insect-aquaitic-animals.jpeg,,
VG50129    Matching Puzzle - Insect,,"<p>36 pieces in one set, match the pieces vertically or horizontally.</p>
<p>&nbsp;Size : &nbsp;32 pcs. &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Age Group : 2 +.</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Games & Puzzle;,C:\www\NOPCommerce\content\images\thumbs\0000213_vg50129-matching-puzzle-insect.jpeg,,
VG50130     Matching Puzzle - Sea,,"<p>36 pieces in one set, match the pieces vertically or horizontally.</p>
<p>&nbsp;Size : &nbsp;32 pcs. &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Age Group : 2 +.</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Games & Puzzle;,C:\www\NOPCommerce\content\images\thumbs\0000212_vg50130-matching-puzzle-sea.jpeg,,
VG50163     Magnetic Bead Trace - Car,,"<p>An exciting game which stimulates a child's awareness os spatial relations, hand eye co-ordination, color recognition and develops a child's number skills in a fun way. Comes with 1 magnetic stick which is used to trace the magnetic balls through the maze.</p>
<p>Size : 19 x 13 x 1.7 cm . &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Age Group : 18 M +.</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Magnetic Play;,C:\www\NOPCommerce\content\images\thumbs\0000347_vg50163-magnetic-bead-trace-car.jpeg,,
VG50168   Handy Block Puzzle - Ladybird,,"<p>Looks simple but brilliant colors &amp; well sanded edges and corners are just right for the little ones.Each puzzle contains 3-5 raised pieces for little hands to manipulate. It is a great introduction for colors, shapes, basic objects and it helps developing finger motor skills.</p>
<p>Size : &nbsp;14.5 x 14.5 x 1.8 cm. &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Age Group : 18 M +.</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Games & Puzzle;,C:\www\NOPCommerce\content\images\thumbs\0000199_vg50168-handy-block-puzzle-ladybird.jpeg,,
VG50170   Handy Block Puzzle - Butterfly,,"<p>Looks simple but brilliant colors &amp; well sanded edges and corners are just right for the little ones.Each puzzle contains 3-5 raised pieces for little hands to manipulate. It is a great introduction for colors, shapes, basic objects and it helps developing finger motor skills.</p>
<p>Size : &nbsp;14.5 x 14.5 x 1.8 cm. &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Age Group : 18 M +.</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Games & Puzzle;,C:\www\NOPCommerce\content\images\thumbs\0000198_vg50170-handy-block-puzzle-butterfly.jpeg,,
VG50171   Handy Block Puzzle -  Boat,,"<p>Looks simple but brilliant colors &amp; well sanded edges and corners are just right for the little ones.Each puzzle contains 3-5 raised pieces for little hands to manipulate. It is a great introduction for colors, shapes, basic objects and it helps developing finger motor skills.</p>
<p>Size : &nbsp;14.5 x 14.5 x 1.8 cm. &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Age Group : 18 M +.</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Games & Puzzle;,C:\www\NOPCommerce\content\images\thumbs\0000197_vg50171-handy-block-puzzle-boat.jpeg,,
VG50172   Handy Block Puzzle - Car,,"<p>Looks simple but brilliant colors &amp; well sanded edges and corners are just right for the little ones.Each puzzle contains 3-5 raised pieces for little hands to manipulate. It is a great introduction for colors, shapes, basic objects and it helps developing finger motor skills.</p>
<p>Size : &nbsp;14.5 x 14.5 x 1.8 cm. &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Age Group : 18 M +.</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Games & Puzzle;,C:\www\NOPCommerce\content\images\thumbs\0000196_vg50172-handy-block-puzzle-car.jpeg,,
VG50173   Handy Block Puzzle - Plane,,"<p>Looks simple but brilliant colors &amp; well sanded edges and corners are just right for the little ones.Each puzzle contains 3-5 raised pieces for little hands to manipulate. It is a great introduction for colors, shapes, basic objects and it helps developing finger motor skills.</p>
<p>Size : &nbsp;14.5 x 14.5 x 1.8 cm. &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Age Group : 18 M +.</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Games & Puzzle;,C:\www\NOPCommerce\content\images\thumbs\0000195_vg50173-handy-block-puzzle-plane.jpeg,,
VG50175     Track & Trace,,"<p>Track the 12 patterns indicated on 6 cards attached, and trace the beads. Try to create more, Rotate the gear to allow the beads pass through.</p>
<p>&nbsp;Size : 30 x 30 x 7.5 cm. &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Age Group : 2 +.</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Learning & Education;,C:\www\NOPCommerce\content\images\thumbs\0000277_vg50175-track-trace.jpeg,,
VG50190   4 -Puzzle in 1 - Sea,,"<p>Great for beginning puzzles. It includes 16 pieces in total to complete 4 puzzles into the base.</p>
<p>&nbsp;Size : &nbsp;30 x 22.5 x 1 cm. &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Age Group : 18M +.</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Games & Puzzle;,C:\www\NOPCommerce\content\images\thumbs\0000206_vg50190-4-puzzle-in-1-sea.jpeg,,
VG50193    Magnetic Match & Trace -Farm,,"<p>Comes with 1 magnetic stick which is used to trace the magnetic characters to match the corresponding patterns on the base board. Contains 9-10 pieces characters inside for tracing to complete a beautiful scene. Special slot on the top for easy storing the stick.</p>
<p>Size : 22.5 x 22.5 x 1.7 cm. &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Age Group : 18 M +.</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Magnetic Play;,C:\www\NOPCommerce\content\images\thumbs\0000351_vg50193-magnetic-match-trace-farm.jpeg,,
VG50194    Magnetic Match & Trace - Jungle,,"<p>Comes with 1 magnetic stick which is used to trace the magnetic characters to match the corresponding patterns on the base board. Contains 9-10 pieces characters inside for tracing to complete a beautiful scene. Special slot on the top for easy storing the stick.</p>
<p>Size : 22.5 x 22.5 x 1.7 cm. &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Age Group : 18 M +.</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Magnetic Play;,C:\www\NOPCommerce\content\images\thumbs\0000350_vg50194-magnetic-match-trace-jungle.jpeg,,
VG50195     Magnetic Match & Trace - Park,,"<p>Comes with 1 magnetic stick which is used to trace the magnetic characters to match the corresponding patterns on the base board. Contains 9-10 pieces characters inside for tracing to complete a beautiful scene. Special slot on the top for easy storing the stick.</p>
<p>Size : 22.5 x 22.5 x 1.7 cm. &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Age Group : 18 M +.</p>",,TRUE,FALSE,, Dont Manage Stock,10000,0,0,0,0,0,Magnetic Play;,C:\www\NOPCommerce\content\images\thumbs\0000349_vg50195-magnetic-match-trace-park.jpeg,,
